"Date","FromCurrencyId","ToCurrencyId","ToCurrencySysname","EuroRate"
2024-07-19,2,13,CLP,0.0009903
2024-07-19,2,14,INR,0.0109749
2024-07-19,2,15,NZD,0.5528833
2024-07-19,2,16,ALL,0.0094000
2024-07-19,2,17,COP,0.0002000
2024-07-18,2,1,USD,0.9145784
2024-07-18,2,2,EUR,1.0000000
2024-07-18,2,3,GBP,1.1916821
2024-07-18,2,4,JPY,0.0058408
2024-07-18,2,5,AUD,0.6164468
2024-07-18,2,6,MXN,0.0514443
2024-07-18,2,7,SEK,0.0868923
2024-07-18,2,8,NOK,0.0850521
2024-07-18,2,9,HUF,0.0025557
2024-07-18,2,10,CAD,0.6689411
2024-07-18,2,11,BRL,0.1681096
2024-07-18,2,12,PEN,0.2488000
2024-07-18,2,13,CLP,0.0009903
2024-07-18,2,14,INR,0.0109452
2024-07-18,2,15,NZD,0.5563282
2024-07-18,2,16,ALL,0.0094000
2024-07-18,2,17,COP,0.0002000
2024-07-17,2,1,USD,0.9145784
2024-07-17,2,2,EUR,1.0000000
2024-07-17,2,3,GBP,1.1916821
2024-07-17,2,4,JPY,0.0058408
2024-07-17,2,5,AUD,0.6164468
2024-07-17,2,6,MXN,0.0514443
2024-07-17,2,7,SEK,0.0868923
2024-07-17,2,8,NOK,0.0850521
2024-07-17,2,9,HUF,0.0025557
2024-07-17,2,10,CAD,0.6689411
2024-07-17,2,11,BRL,0.1681096
2024-07-17,2,12,PEN,0.2488000
2024-07-17,2,13,CLP,0.0010137
2024-07-17,2,14,INR,0.0109452
2024-07-17,2,15,NZD,0.5563282
2024-07-17,2,16,ALL,0.0094000
2024-07-17,2,17,COP,0.0002000
2024-07-16,2,1,USD,0.9172629
2024-07-16,2,2,EUR,1.0000000
2024-07-16,2,3,GBP,1.1896548
2024-07-16,2,4,JPY,0.0057921
2024-07-16,2,5,AUD,0.6184674
2024-07-16,2,6,MXN,0.0517266
2024-07-16,2,7,SEK,0.0865464
2024-07-16,2,8,NOK,0.0848788
2024-07-16,2,9,HUF,0.0025515
2024-07-16,2,10,CAD,0.6706458
2024-07-16,2,11,BRL,0.1688419
2024-07-16,2,12,PEN,0.2488000
2024-07-16,2,13,CLP,0.0010137
2024-07-16,2,14,INR,0.0109756
2024-07-16,2,15,NZD,0.5567929
2024-07-16,2,16,ALL,0.0094000
2024-07-16,2,17,COP,0.0002000
2024-07-15,2,1,USD,0.9182736
2024-07-15,2,2,EUR,1.0000000
2024-07-15,2,3,GBP,1.1900653
2024-07-15,2,4,JPY,0.0057847
2024-07-15,2,5,AUD,0.6220453
2024-07-15,2,6,MXN,0.0517834
2024-07-15,2,7,SEK,0.0869830
2024-07-15,2,8,NOK,0.0854518
2024-07-15,2,9,HUF,0.0025517
2024-07-15,2,10,CAD,0.6741270
2024-07-15,2,11,BRL,0.1691933
2024-07-15,2,12,PEN,0.2488000
2024-07-15,2,13,CLP,0.0010137
2024-07-15,2,14,INR,0.0109940
2024-07-15,2,15,NZD,0.5611987
2024-07-15,2,16,ALL,0.0094000
2024-07-15,2,17,COP,0.0002000
2024-07-14,2,1,USD,0.9182736
2024-07-14,2,2,EUR,1.0000000
2024-07-14,2,3,GBP,1.1900653
2024-07-14,2,4,JPY,0.0057847
2024-07-14,2,5,AUD,0.6220453
2024-07-14,2,6,MXN,0.0517834
2024-07-14,2,7,SEK,0.0869830
2024-07-14,2,8,NOK,0.0854518
2024-07-14,2,9,HUF,0.0025517
2024-07-14,2,10,CAD,0.6741270
2024-07-14,2,11,BRL,0.1691933
2024-07-14,2,12,PEN,0.2488000
2024-07-14,2,13,CLP,0.0010104
2024-07-14,2,14,INR,0.0109940
2024-07-14,2,15,NZD,0.5611987
2024-07-14,2,16,ALL,0.0094000
2024-07-14,2,17,COP,0.0002000
2024-07-13,2,1,USD,0.9182736
2024-07-13,2,2,EUR,1.0000000
2024-07-13,2,3,GBP,1.1900653
2024-07-13,2,4,JPY,0.0057847
2024-07-13,2,5,AUD,0.6220453
2024-07-13,2,6,MXN,0.0517834
2024-07-13,2,7,SEK,0.0869830
2024-07-13,2,8,NOK,0.0854518
2024-07-13,2,9,HUF,0.0025517
2024-07-13,2,10,CAD,0.6741270
2024-07-13,2,11,BRL,0.1691933
2024-07-13,2,12,PEN,0.2488000
2024-07-13,2,13,CLP,0.0010104
2024-07-13,2,14,INR,0.0109940
2024-07-13,2,15,NZD,0.5611987
2024-07-13,2,16,ALL,0.0094000
2024-07-13,2,17,COP,0.0002000
2024-07-12,2,1,USD,0.9182736
2024-07-12,2,2,EUR,1.0000000
2024-07-12,2,3,GBP,1.1900653
2024-07-12,2,4,JPY,0.0057847
2024-07-12,2,5,AUD,0.6220453
2024-07-12,2,6,MXN,0.0517834
2024-07-12,2,7,SEK,0.0869830
2024-07-12,2,8,NOK,0.0854518
2024-07-12,2,9,HUF,0.0025517
2024-07-12,2,10,CAD,0.6741270
2024-07-12,2,11,BRL,0.1691933
2024-07-12,2,12,PEN,0.2488000
2024-07-12,2,13,CLP,0.0010104
2024-07-12,2,14,INR,0.0109940
2024-07-12,2,15,NZD,0.5611987
2024-07-12,2,16,ALL,0.0094000
2024-07-12,2,17,COP,0.0002000
2024-07-11,2,1,USD,0.9237875
2024-07-11,2,2,EUR,1.0000000
2024-07-11,2,3,GBP,1.1831799
2024-07-11,2,4,JPY,0.0057212
2024-07-11,2,5,AUD,0.6228201
2024-07-11,2,6,MXN,0.0518393
2024-07-11,2,7,SEK,0.0876616
2024-07-11,2,8,NOK,0.0861549
2024-07-11,2,9,HUF,0.0025466
2024-07-11,2,10,CAD,0.6775986
2024-07-11,2,11,BRL,0.1711303
2024-07-11,2,12,PEN,0.2488000
2024-07-11,2,13,CLP,0.0010104
2024-07-11,2,14,INR,0.0110618
2024-07-11,2,15,NZD,0.5616715
2024-07-11,2,16,ALL,0.0094000
2024-07-11,2,17,COP,0.0002000
2024-07-10,2,1,USD,0.9237875
2024-07-10,2,2,EUR,1.0000000
2024-07-10,2,3,GBP,1.1831799
2024-07-10,2,4,JPY,0.0057212
2024-07-10,2,5,AUD,0.6228201
2024-07-10,2,6,MXN,0.0518393
2024-07-10,2,7,SEK,0.0876616
2024-07-10,2,8,NOK,0.0861549
2024-07-10,2,9,HUF,0.0025466
2024-07-10,2,10,CAD,0.6775986
2024-07-10,2,11,BRL,0.1711303
2024-07-10,2,12,PEN,0.2488000
2024-07-10,2,13,CLP,0.0009868
2024-07-10,2,14,INR,0.0110618
2024-07-10,2,15,NZD,0.5616715
2024-07-10,2,16,ALL,0.0094000
2024-07-10,2,17,COP,0.0002000
2024-07-09,2,1,USD,0.9247272
2024-07-09,2,2,EUR,1.0000000
2024-07-09,2,3,GBP,1.1835580
2024-07-09,2,4,JPY,0.0057405
2024-07-09,2,5,AUD,0.6225875
2024-07-09,2,6,MXN,0.0513194
2024-07-09,2,7,SEK,0.0875503
2024-07-09,2,8,NOK,0.0870398
2024-07-09,2,9,HUF,0.0025304
2024-07-09,2,10,CAD,0.6778742
2024-07-09,2,11,BRL,0.1692763
2024-07-09,2,12,PEN,0.2488000
2024-07-09,2,13,CLP,0.0009868
2024-07-09,2,14,INR,0.0110753
2024-07-09,2,15,NZD,0.5655789
2024-07-09,2,16,ALL,0.0094000
2024-07-09,2,17,COP,0.0002000
2024-07-08,2,1,USD,0.9238729
2024-07-08,2,2,EUR,1.0000000
2024-07-08,2,3,GBP,1.1818515
2024-07-08,2,4,JPY,0.0057451
2024-07-08,2,5,AUD,0.6221614
2024-07-08,2,6,MXN,0.0511582
2024-07-08,2,7,SEK,0.0880243
2024-07-08,2,8,NOK,0.0873515
2024-07-08,2,9,HUF,0.0025474
2024-07-08,2,10,CAD,0.6786102
2024-07-08,2,11,BRL,0.1682963
2024-07-08,2,12,PEN,0.2488000
2024-07-08,2,13,CLP,0.0009868
2024-07-08,2,14,INR,0.0110658
2024-07-08,2,15,NZD,0.5658669
2024-07-08,2,16,ALL,0.0094000
2024-07-08,2,17,COP,0.0002000
2024-07-07,2,1,USD,0.9238729
2024-07-07,2,2,EUR,1.0000000
2024-07-07,2,3,GBP,1.1818515
2024-07-07,2,4,JPY,0.0057451
2024-07-07,2,5,AUD,0.6221614
2024-07-07,2,6,MXN,0.0511582
2024-07-07,2,7,SEK,0.0880243
2024-07-07,2,8,NOK,0.0873515
2024-07-07,2,9,HUF,0.0025474
2024-07-07,2,10,CAD,0.6786102
2024-07-07,2,11,BRL,0.1682963
2024-07-07,2,12,PEN,0.2488000
2024-07-07,2,13,CLP,0.0009842
2024-07-07,2,14,INR,0.0110658
2024-07-07,2,15,NZD,0.5658669
2024-07-07,2,16,ALL,0.0094000
2024-07-07,2,17,COP,0.0002000
2024-07-06,2,1,USD,0.9238729
2024-07-06,2,2,EUR,1.0000000
2024-07-06,2,3,GBP,1.1818515
2024-07-06,2,4,JPY,0.0057451
2024-07-06,2,5,AUD,0.6221614
2024-07-06,2,6,MXN,0.0511582
2024-07-06,2,7,SEK,0.0880243
2024-07-06,2,8,NOK,0.0873515
2024-07-06,2,9,HUF,0.0025474
2024-07-06,2,10,CAD,0.6786102
2024-07-06,2,11,BRL,0.1682963
2024-07-06,2,12,PEN,0.2488000
2024-07-06,2,13,CLP,0.0009842
2024-07-06,2,14,INR,0.0110658
2024-07-06,2,15,NZD,0.5658669
2024-07-06,2,16,ALL,0.0094000
2024-07-06,2,17,COP,0.0002000
2024-07-05,2,1,USD,0.9238729
2024-07-05,2,2,EUR,1.0000000
2024-07-05,2,3,GBP,1.1818515
2024-07-05,2,4,JPY,0.0057451
2024-07-05,2,5,AUD,0.6221614
2024-07-05,2,6,MXN,0.0511582
2024-07-05,2,7,SEK,0.0880243
2024-07-05,2,8,NOK,0.0873515
2024-07-05,2,9,HUF,0.0025474
2024-07-05,2,10,CAD,0.6786102
2024-07-05,2,11,BRL,0.1682963
2024-07-05,2,12,PEN,0.2488000
2024-07-05,2,13,CLP,0.0009842
2024-07-05,2,14,INR,0.0110658
2024-07-05,2,15,NZD,0.5658669
2024-07-05,2,16,ALL,0.0094000
2024-07-05,2,17,COP,0.0002000
2024-07-04,2,1,USD,0.9295408
2024-07-04,2,2,EUR,1.0000000
2024-07-04,2,3,GBP,1.1809164
2024-07-04,2,4,JPY,0.0057412
2024-07-04,2,5,AUD,0.6202320
2024-07-04,2,6,MXN,0.0508707
2024-07-04,2,7,SEK,0.0879430
2024-07-04,2,8,NOK,0.0872730
2024-07-04,2,9,HUF,0.0025311
2024-07-04,2,10,CAD,0.6801333
2024-07-04,2,11,BRL,0.1644385
2024-07-04,2,12,PEN,0.2488000
2024-07-04,2,13,CLP,0.0009842
2024-07-04,2,14,INR,0.0111314
2024-07-04,2,15,NZD,0.5644296
2024-07-04,2,16,ALL,0.0094000
2024-07-04,2,17,COP,0.0002000
2024-07-03,2,1,USD,0.9295408
2024-07-03,2,2,EUR,1.0000000
2024-07-03,2,3,GBP,1.1809164
2024-07-03,2,4,JPY,0.0057412
2024-07-03,2,5,AUD,0.6202320
2024-07-03,2,6,MXN,0.0508707
2024-07-03,2,7,SEK,0.0879430
2024-07-03,2,8,NOK,0.0872730
2024-07-03,2,9,HUF,0.0025311
2024-07-03,2,10,CAD,0.6801333
2024-07-03,2,11,BRL,0.1644385
2024-07-03,2,12,PEN,0.2488000
2024-07-03,2,13,CLP,0.0009793
2024-07-03,2,14,INR,0.0111314
2024-07-03,2,15,NZD,0.5644296
2024-07-03,2,16,ALL,0.0094000
2024-07-03,2,17,COP,0.0002000
2024-07-02,2,1,USD,0.9320533
2024-07-02,2,2,EUR,1.0000000
2024-07-02,2,3,GBP,1.1798714
2024-07-02,2,4,JPY,0.0057700
2024-07-02,2,5,AUD,0.6203474
2024-07-02,2,6,MXN,0.0508066
2024-07-02,2,7,SEK,0.0875887
2024-07-02,2,8,NOK,0.0871118
2024-07-02,2,9,HUF,0.0025278
2024-07-02,2,10,CAD,0.6790249
2024-07-02,2,11,BRL,0.1653466
2024-07-02,2,12,PEN,0.2488000
2024-07-02,2,13,CLP,0.0009793
2024-07-02,2,14,INR,0.0111680
2024-07-02,2,15,NZD,0.5651953
2024-07-02,2,16,ALL,0.0094000
2024-07-02,2,17,COP,0.0002000
2024-07-01,2,1,USD,0.9333582
2024-07-01,2,2,EUR,1.0000000
2024-07-01,2,3,GBP,1.1839223
2024-07-01,2,4,JPY,0.0058534
2024-07-01,2,5,AUD,0.6207710
2024-07-01,2,6,MXN,0.0517229
2024-07-01,2,7,SEK,0.0890829
2024-07-01,2,8,NOK,0.0882885
2024-07-01,2,9,HUF,0.0025253
2024-07-01,2,10,CAD,0.6825939
2024-07-01,2,11,BRL,0.1723692
2024-07-01,2,12,PEN,0.2488000
2024-07-01,2,13,CLP,0.0009793
2024-07-01,2,14,INR,0.0111875
2024-07-01,2,15,NZD,0.5714939
2024-07-01,2,16,ALL,0.0094000
2024-07-01,2,17,COP,0.0002000
2024-06-30,2,1,USD,0.9333582
2024-06-30,2,2,EUR,1.0000000
2024-06-30,2,3,GBP,1.1839223
2024-06-30,2,4,JPY,0.0058534
2024-06-30,2,5,AUD,0.6207710
2024-06-30,2,6,MXN,0.0517229
2024-06-30,2,7,SEK,0.0890829
2024-06-30,2,8,NOK,0.0882885
2024-06-30,2,9,HUF,0.0025253
2024-06-30,2,10,CAD,0.6825939
2024-06-30,2,11,BRL,0.1723692
2024-06-30,2,12,PEN,0.2488000
2024-06-30,2,13,CLP,0.0009877
2024-06-30,2,14,INR,0.0111875
2024-06-30,2,15,NZD,0.5714939
2024-06-30,2,16,ALL,0.0094000
2024-06-30,2,17,COP,0.0002000
2024-06-29,2,1,USD,0.9333582
2024-06-29,2,2,EUR,1.0000000
2024-06-29,2,3,GBP,1.1839223
2024-06-29,2,4,JPY,0.0058534
2024-06-29,2,5,AUD,0.6207710
2024-06-29,2,6,MXN,0.0517229
2024-06-29,2,7,SEK,0.0890829
2024-06-29,2,8,NOK,0.0882885
2024-06-29,2,9,HUF,0.0025253
2024-06-29,2,10,CAD,0.6825939
2024-06-29,2,11,BRL,0.1723692
2024-06-29,2,12,PEN,0.2488000
2024-06-29,2,13,CLP,0.0009877
2024-06-29,2,14,INR,0.0111875
2024-06-29,2,15,NZD,0.5714939
2024-06-29,2,16,ALL,0.0094000
2024-06-29,2,17,COP,0.0002000
2024-06-28,2,1,USD,0.9333582
2024-06-28,2,2,EUR,1.0000000
2024-06-28,2,3,GBP,1.1839223
2024-06-28,2,4,JPY,0.0058534
2024-06-28,2,5,AUD,0.6207710
2024-06-28,2,6,MXN,0.0517229
2024-06-28,2,7,SEK,0.0890829
2024-06-28,2,8,NOK,0.0882885
2024-06-28,2,9,HUF,0.0025253
2024-06-28,2,10,CAD,0.6825939
2024-06-28,2,11,BRL,0.1723692
2024-06-28,2,12,PEN,0.2488000
2024-06-28,2,13,CLP,0.0009877
2024-06-28,2,14,INR,0.0111875
2024-06-28,2,15,NZD,0.5714939
2024-06-28,2,16,ALL,0.0094000
2024-06-28,2,17,COP,0.0002000
2024-06-27,2,1,USD,0.9333582
2024-06-27,2,2,EUR,1.0000000
2024-06-27,2,3,GBP,1.1839223
2024-06-27,2,4,JPY,0.0058534
2024-06-27,2,5,AUD,0.6207710
2024-06-27,2,6,MXN,0.0517229
2024-06-27,2,7,SEK,0.0890829
2024-06-27,2,8,NOK,0.0882885
2024-06-27,2,9,HUF,0.0025253
2024-06-27,2,10,CAD,0.6825939
2024-06-27,2,11,BRL,0.1723692
2024-06-27,2,12,PEN,0.2488000
2024-06-27,2,13,CLP,0.0009926
2024-06-27,2,14,INR,0.0111875
2024-06-27,2,15,NZD,0.5714939
2024-06-27,2,16,ALL,0.0094000
2024-06-27,2,17,COP,0.0002000
2024-06-26,2,1,USD,0.9333582
2024-06-26,2,2,EUR,1.0000000
2024-06-26,2,3,GBP,1.1839223
2024-06-26,2,4,JPY,0.0058534
2024-06-26,2,5,AUD,0.6207710
2024-06-26,2,6,MXN,0.0517229
2024-06-26,2,7,SEK,0.0890829
2024-06-26,2,8,NOK,0.0882885
2024-06-26,2,9,HUF,0.0025253
2024-06-26,2,10,CAD,0.6825939
2024-06-26,2,11,BRL,0.1723692
2024-06-26,2,12,PEN,0.2488000
2024-06-26,2,13,CLP,0.0009930
2024-06-26,2,14,INR,0.0111875
2024-06-26,2,15,NZD,0.5714939
2024-06-26,2,16,ALL,0.0094000
2024-06-26,2,17,COP,0.0002000
2024-06-25,2,1,USD,0.9333582
2024-06-25,2,2,EUR,1.0000000
2024-06-25,2,3,GBP,1.1839223
2024-06-25,2,4,JPY,0.0058534
2024-06-25,2,5,AUD,0.6207710
2024-06-25,2,6,MXN,0.0517229
2024-06-25,2,7,SEK,0.0890829
2024-06-25,2,8,NOK,0.0882885
2024-06-25,2,9,HUF,0.0025253
2024-06-25,2,10,CAD,0.6825939
2024-06-25,2,11,BRL,0.1723692
2024-06-25,2,12,PEN,0.2488000
2024-06-25,2,13,CLP,0.0009979
2024-06-25,2,14,INR,0.0111875
2024-06-25,2,15,NZD,0.5714939
2024-06-25,2,16,ALL,0.0094000
2024-06-25,2,17,COP,0.0002000
2024-06-24,2,1,USD,0.9319664
2024-06-24,2,2,EUR,1.0000000
2024-06-24,2,3,GBP,1.1802195
2024-06-24,2,4,JPY,0.0058421
2024-06-24,2,5,AUD,0.6189268
2024-06-24,2,6,MXN,0.0515764
2024-06-24,2,7,SEK,0.0888455
2024-06-24,2,8,NOK,0.0881135
2024-06-24,2,9,HUF,0.0025358
2024-06-24,2,10,CAD,0.6811061
2024-06-24,2,11,BRL,0.1715913
2024-06-24,2,12,PEN,0.2488000
2024-06-24,2,13,CLP,0.0009979
2024-06-24,2,14,INR,0.0111628
2024-06-24,2,15,NZD,0.5700279
2024-06-24,2,16,ALL,0.0094000
2024-06-24,2,17,COP,0.0002000
2024-06-23,2,1,USD,0.9356287
2024-06-23,2,2,EUR,1.0000000
2024-06-23,2,3,GBP,1.1829980
2024-06-23,2,4,JPY,0.0058886
2024-06-23,2,5,AUD,0.6237914
2024-06-23,2,6,MXN,0.0512109
2024-06-23,2,7,SEK,0.0889324
2024-06-23,2,8,NOK,0.0887430
2024-06-23,2,9,HUF,0.0025193
2024-06-23,2,10,CAD,0.6834336
2024-06-23,2,11,BRL,0.1720963
2024-06-23,2,12,PEN,0.2488000
2024-06-23,2,13,CLP,0.0009979
2024-06-23,2,14,INR,0.0111963
2024-06-23,2,15,NZD,0.5738222
2024-06-23,2,16,ALL,0.0094000
2024-06-23,2,17,COP,0.0002000
2024-06-22,2,1,USD,0.9356287
2024-06-22,2,2,EUR,1.0000000
2024-06-22,2,3,GBP,1.1829980
2024-06-22,2,4,JPY,0.0058886
2024-06-22,2,5,AUD,0.6237914
2024-06-22,2,6,MXN,0.0512109
2024-06-22,2,7,SEK,0.0889324
2024-06-22,2,8,NOK,0.0887430
2024-06-22,2,9,HUF,0.0025193
2024-06-22,2,10,CAD,0.6834336
2024-06-22,2,11,BRL,0.1720963
2024-06-22,2,12,PEN,0.2488000
2024-06-22,2,13,CLP,0.0009979
2024-06-22,2,14,INR,0.0111963
2024-06-22,2,15,NZD,0.5738222
2024-06-22,2,16,ALL,0.0094000
2024-06-22,2,17,COP,0.0002000
2024-06-21,2,1,USD,0.9356287
2024-06-21,2,2,EUR,1.0000000
2024-06-21,2,3,GBP,1.1829980
2024-06-21,2,4,JPY,0.0058886
2024-06-21,2,5,AUD,0.6237914
2024-06-21,2,6,MXN,0.0512109
2024-06-21,2,7,SEK,0.0889324
2024-06-21,2,8,NOK,0.0887430
2024-06-21,2,9,HUF,0.0025193
2024-06-21,2,10,CAD,0.6834336
2024-06-21,2,11,BRL,0.1720963
2024-06-21,2,12,PEN,0.2488000
2024-06-21,2,13,CLP,0.0009979
2024-06-21,2,14,INR,0.0111963
2024-06-21,2,15,NZD,0.5738222
2024-06-21,2,16,ALL,0.0094000
2024-06-21,2,17,COP,0.0002000
2024-06-20,2,1,USD,0.9303191
2024-06-20,2,2,EUR,1.0000000
2024-06-20,2,3,GBP,1.1840625
2024-06-20,2,4,JPY,0.0058900
2024-06-20,2,5,AUD,0.6201550
2024-06-20,2,6,MXN,0.0503568
2024-06-20,2,7,SEK,0.0891742
2024-06-20,2,8,NOK,0.0880747
2024-06-20,2,9,HUF,0.0025231
2024-06-20,2,10,CAD,0.6785642
2024-06-20,2,11,BRL,0.1710016
2024-06-20,2,12,PEN,0.2488000
2024-06-20,2,13,CLP,0.0009979
2024-06-20,2,14,INR,0.0111505
2024-06-20,2,15,NZD,0.5705157
2024-06-20,2,16,ALL,0.0094000
2024-06-20,2,17,COP,0.0002000
2024-06-19,2,1,USD,0.9303191
2024-06-19,2,2,EUR,1.0000000
2024-06-19,2,3,GBP,1.1840625
2024-06-19,2,4,JPY,0.0058900
2024-06-19,2,5,AUD,0.6201550
2024-06-19,2,6,MXN,0.0503568
2024-06-19,2,7,SEK,0.0891742
2024-06-19,2,8,NOK,0.0880747
2024-06-19,2,9,HUF,0.0025231
2024-06-19,2,10,CAD,0.6785642
2024-06-19,2,11,BRL,0.1710016
2024-06-19,2,12,PEN,0.2488000
2024-06-19,2,13,CLP,0.0010100
2024-06-19,2,14,INR,0.0111505
2024-06-19,2,15,NZD,0.5705157
2024-06-19,2,16,ALL,0.0094000
2024-06-19,2,17,COP,0.0002000
2024-06-18,2,1,USD,0.9332711
2024-06-18,2,2,EUR,1.0000000
2024-06-18,2,3,GBP,1.1828720
2024-06-18,2,4,JPY,0.0059028
2024-06-18,2,5,AUD,0.6170173
2024-06-18,2,6,MXN,0.0507184
2024-06-18,2,7,SEK,0.0888494
2024-06-18,2,8,NOK,0.0873515
2024-06-18,2,9,HUF,0.0025308
2024-06-18,2,10,CAD,0.6788405
2024-06-18,2,11,BRL,0.1716002
2024-06-18,2,12,PEN,0.2488000
2024-06-18,2,13,CLP,0.0010100
2024-06-18,2,14,INR,0.0111871
2024-06-18,2,15,NZD,0.5694112
2024-06-18,2,16,ALL,0.0094000
2024-06-18,2,17,COP,0.0002000
2024-06-17,2,1,USD,0.9358039
2024-06-17,2,2,EUR,1.0000000
2024-06-17,2,3,GBP,1.1875779
2024-06-17,2,4,JPY,0.0059595
2024-06-17,2,5,AUD,0.6189651
2024-06-17,2,6,MXN,0.0503852
2024-06-17,2,7,SEK,0.0887067
2024-06-17,2,8,NOK,0.0877001
2024-06-17,2,9,HUF,0.0025126
2024-06-17,2,10,CAD,0.6800871
2024-06-17,2,11,BRL,0.1744561
2024-06-17,2,12,PEN,0.2488000
2024-06-17,2,13,CLP,0.0010100
2024-06-17,2,14,INR,0.0112025
2024-06-17,2,15,NZD,0.5741187
2024-06-17,2,16,ALL,0.0094000
2024-06-17,2,17,COP,0.0002000
2024-06-16,2,1,USD,0.9358039
2024-06-16,2,2,EUR,1.0000000
2024-06-16,2,3,GBP,1.1875779
2024-06-16,2,4,JPY,0.0059595
2024-06-16,2,5,AUD,0.6189651
2024-06-16,2,6,MXN,0.0503852
2024-06-16,2,7,SEK,0.0887067
2024-06-16,2,8,NOK,0.0877001
2024-06-16,2,9,HUF,0.0025126
2024-06-16,2,10,CAD,0.6800871
2024-06-16,2,11,BRL,0.1744561
2024-06-16,2,12,PEN,0.2488000
2024-06-16,2,13,CLP,0.0010096
2024-06-16,2,14,INR,0.0112025
2024-06-16,2,15,NZD,0.5741187
2024-06-16,2,16,ALL,0.0094000
2024-06-16,2,17,COP,0.0002000
2024-06-15,2,1,USD,0.9358039
2024-06-15,2,2,EUR,1.0000000
2024-06-15,2,3,GBP,1.1875779
2024-06-15,2,4,JPY,0.0059595
2024-06-15,2,5,AUD,0.6189651
2024-06-15,2,6,MXN,0.0503852
2024-06-15,2,7,SEK,0.0887067
2024-06-15,2,8,NOK,0.0877001
2024-06-15,2,9,HUF,0.0025126
2024-06-15,2,10,CAD,0.6800871
2024-06-15,2,11,BRL,0.1744561
2024-06-15,2,12,PEN,0.2488000
2024-06-15,2,13,CLP,0.0010096
2024-06-15,2,14,INR,0.0112025
2024-06-15,2,15,NZD,0.5741187
2024-06-15,2,16,ALL,0.0094000
2024-06-15,2,17,COP,0.0002000
2024-06-14,2,1,USD,0.9358039
2024-06-14,2,2,EUR,1.0000000
2024-06-14,2,3,GBP,1.1875779
2024-06-14,2,4,JPY,0.0059595
2024-06-14,2,5,AUD,0.6189651
2024-06-14,2,6,MXN,0.0503852
2024-06-14,2,7,SEK,0.0887067
2024-06-14,2,8,NOK,0.0877001
2024-06-14,2,9,HUF,0.0025126
2024-06-14,2,10,CAD,0.6800871
2024-06-14,2,11,BRL,0.1744561
2024-06-14,2,12,PEN,0.2488000
2024-06-14,2,13,CLP,0.0010096
2024-06-14,2,14,INR,0.0112025
2024-06-14,2,15,NZD,0.5741187
2024-06-14,2,16,ALL,0.0094000
2024-06-14,2,17,COP,0.0002000
2024-06-13,2,1,USD,0.9289364
2024-06-13,2,2,EUR,1.0000000
2024-06-13,2,3,GBP,1.1853257
2024-06-13,2,4,JPY,0.0059049
2024-06-13,2,5,AUD,0.6142506
2024-06-13,2,6,MXN,0.0493235
2024-06-13,2,7,SEK,0.0890115
2024-06-13,2,8,NOK,0.0872030
2024-06-13,2,9,HUF,0.0025299
2024-06-13,2,10,CAD,0.6759040
2024-06-13,2,11,BRL,0.1726758
2024-06-13,2,12,PEN,0.2488000
2024-06-13,2,13,CLP,0.0010096
2024-06-13,2,14,INR,0.0111174
2024-06-13,2,15,NZD,0.5705157
2024-06-13,2,16,ALL,0.0094000
2024-06-13,2,17,COP,0.0002000
2024-06-12,2,1,USD,0.9289364
2024-06-12,2,2,EUR,1.0000000
2024-06-12,2,3,GBP,1.1853257
2024-06-12,2,4,JPY,0.0059049
2024-06-12,2,5,AUD,0.6142506
2024-06-12,2,6,MXN,0.0493235
2024-06-12,2,7,SEK,0.0890115
2024-06-12,2,8,NOK,0.0872030
2024-06-12,2,9,HUF,0.0025299
2024-06-12,2,10,CAD,0.6759040
2024-06-12,2,11,BRL,0.1726758
2024-06-12,2,12,PEN,0.2488000
2024-06-12,2,13,CLP,0.0010105
2024-06-12,2,14,INR,0.0111174
2024-06-12,2,15,NZD,0.5705157
2024-06-12,2,16,ALL,0.0094000
2024-06-12,2,17,COP,0.0002000
2024-06-11,2,1,USD,0.9319664
2024-06-11,2,2,EUR,1.0000000
2024-06-11,2,3,GBP,1.1876767
2024-06-11,2,4,JPY,0.0059361
2024-06-11,2,5,AUD,0.6150062
2024-06-11,2,6,MXN,0.0507594
2024-06-11,2,7,SEK,0.0889150
2024-06-11,2,8,NOK,0.0870246
2024-06-11,2,9,HUF,0.0025340
2024-06-11,2,10,CAD,0.6765442
2024-06-11,2,11,BRL,0.1740220
2024-06-11,2,12,PEN,0.2488000
2024-06-11,2,13,CLP,0.0010105
2024-06-11,2,14,INR,0.0111514
2024-06-11,2,15,NZD,0.5710044
2024-06-11,2,16,ALL,0.0094000
2024-06-11,2,17,COP,0.0002000
2024-06-10,2,1,USD,0.9297136
2024-06-10,2,2,EUR,1.0000000
2024-06-10,2,3,GBP,1.1825223
2024-06-10,2,4,JPY,0.0059263
2024-06-10,2,5,AUD,0.6133464
2024-06-10,2,6,MXN,0.0506250
2024-06-10,2,7,SEK,0.0882379
2024-06-10,2,8,NOK,0.0868659
2024-06-10,2,9,HUF,0.0025371
2024-06-10,2,10,CAD,0.6756300
2024-06-10,2,11,BRL,0.1748252
2024-06-10,2,12,PEN,0.2488000
2024-06-10,2,13,CLP,0.0010105
2024-06-10,2,14,INR,0.0111358
2024-06-10,2,15,NZD,0.5683433
2024-06-10,2,16,ALL,0.0094000
2024-06-10,2,17,COP,0.0002000
2024-06-09,2,1,USD,0.9175996
2024-06-09,2,2,EUR,1.0000000
